2024-06-23|06:49:10|tax refund|PayPal|-189.1
2024-04-04|21:51:16|ergonomic keyboard|Apple|276.12
2023-09-11|16:58:59|ergonomic keyboard|PayPal|-206.91
2023-03-18|12:48:47|gaming mouse|BestBuy|158.43
2023-10-24|16:03:49|office chair|Target|133.4
2022-06-18|11:15:09|office chair|Amazon|274.08
2023-07-28|13:47:09|office chair|IRS|-62.48
2022-05-09|16:06:19|wireless headphones|Venmo|204.59
2024-02-11|22:24:57|wireless headphones|Apple|4.07
2022-11-26|23:50:16|coffee purchase|PayPal|129.4
2022-04-26|00:48:10|wireless headphones|Comcast|171.22
2022-01-02|12:23:19|invoice paid|PayPal|-46.04
2023-03-15|09:52:04|software license|BestBuy|-106.55
2024-07-26|14:19:50|wireless headphones|Target|-292.54
2023-07-03|11:12:15|tax refund|Venmo|269.92
2023-01-30|03:06:19|wireless headphones|Amazon|-121.5
2024-04-13|05:34:36|software license|Starbucks|249.6
2024-03-11|23:39:56|software license|BestBuy|-111.01
2023-08-24|16:06:41|gaming mouse|IRS|193.18
2024-04-11|13:19:52|utility bill|IRS|130.53
2024-06-15|22:00:34|office chair|Comcast|-99.23
2022-02-04|21:29:52|tax refund|IRS|-254.35
2023-10-25|22:26:30|invoice paid|Comcast|275.63
2024-01-05|20:24:31|utility bill|Apple|-41.23
2023-03-12|13:39:46|office chair|Comcast|-271.23
2022-10-05|10:59:42|office chair|Apple|-206.16
2023-08-20|19:39:05|coffee purchase|PayPal|273.77
2022-08-26|07:35:01|ergonomic keyboard|Apple|-247.3
2022-10-12|02:02:37|coffee purchase|Venmo|-94.82
2024-08-05|22:44:37|utility bill|IRS|-224.12
2024-09-12|14:22:58|utility bill|PayPal|138.21
2023-06-17|19:44:18|invoice paid|Amazon|-63.31
2024-05-25|20:27:11|gaming mouse|BestBuy|126.47
2022-07-30|00:48:11|gaming mouse|Comcast|-286.85
2023-03-10|17:24:20|monthly subscription|BestBuy|282.08
2023-08-16|11:49:23|invoice paid|Amazon|-132.28
2024-02-23|15:15:38|coffee purchase|Starbucks|38.38
2023-10-14|06:50:43|coffee purchase|Joe|-226.35
2022-06-02|13:30:00|coffee purchase|Comcast|60.82
2024-04-10|11:10:01|ergonomic keyboard|Comcast|-96.95
2022-10-15|01:18:04|utility bill|Venmo|117.9
2022-07-17|22:56:30|coffee purchase|BestBuy|263.54
2022-12-25|07:29:32|coffee purchase|Target|-32.87
2022-02-17|13:41:44|gaming mouse|Amazon|-51.19
2022-04-29|14:37:16|invoice paid|IRS|112.75
2023-09-13|03:21:00|coffee purchase|IRS|-254.39
2024-03-04|12:05:55|office chair|Venmo|-154.19
2023-07-16|06:25:10|utility bill|Venmo|167.41
2022-12-14|17:07:10|utility bill|Apple|-22.32
2023-08-08|17:29:38|gaming mouse|Starbucks|294.88
2023-04-05|06:01:51|invoice paid|Apple|0.69
2022-08-02|20:55:18|coffee purchase|Amazon|21.02
2022-12-24|02:37:08|invoice paid|Apple|277.3
2023-03-20|07:23:14|tax refund|Amazon|28.02
2023-12-03|03:50:36|gaming mouse|BestBuy|25.15
2022-02-01|09:20:23|invoice paid|Target|-295.92
2023-02-27|13:59:36|monthly subscription|Comcast|167.42
2022-02-05|18:14:48|tax refund|IRS|-107.07
2023-10-28|06:16:18|utility bill|PayPal|-273.67
2023-06-05|23:19:51|utility bill|Joe|-125.0
2024-03-13|22:59:53|coffee purchase|IRS|59.54
2022-11-14|00:53:11|gaming mouse|Target|-276.22
2023-06-06|22:53:21|coffee purchase|Amazon|-76.63
2023-07-04|04:16:01|office chair|Starbucks|-288.78
2022-06-24|12:02:04|ergonomic keyboard|IRS|-38.15
2023-03-04|03:20:33|utility bill|Amazon|-98.32
2023-05-22|19:20:52|coffee purchase|PayPal|-169.2
2022-06-09|12:08:46|wireless headphones|Venmo|-76.26
2023-05-25|04:02:27|software license|Comcast|-92.98
2024-08-24|09:57:57|tax refund|Venmo|-85.31
2023-06-23|11:22:15|office chair|Comcast|270.48
2022-04-10|18:26:00|invoice paid|Comcast|62.03
2023-12-25|01:02:13|monthly subscription|Joe|45.59
2022-12-10|15:03:00|invoice paid|Venmo|-16.1
2023-03-14|19:21:12|utility bill|IRS|-160.91
2024-07-12|07:18:32|coffee purchase|PayPal|187.39
2023-03-16|04:47:40|software license|Target|-28.81
2024-02-23|02:07:54|software license|Amazon|-247.74
2022-08-23|04:54:36|invoice paid|BestBuy|-20.54
2022-07-04|09:40:09|software license|Target|-51.26
2023-04-03|04:23:37|office chair|Target|189.06
2024-03-04|08:10:20|gaming mouse|Comcast|73.05
2023-02-06|19:34:57|coffee purchase|Venmo|176.05
2024-04-19|14:32:29|wireless headphones|Comcast|-102.83
2022-08-29|16:36:52|gaming mouse|Apple|-211.39
2022-12-25|11:14:12|office chair|BestBuy|146.34
2024-02-17|11:36:57|office chair|Comcast|-77.88
2024-04-07|09:53:42|office chair|Apple|57.25
2023-05-20|05:24:46|utility bill|Venmo|247.27
2023-08-30|10:01:42|invoice paid|PayPal|252.15
2024-05-14|13:56:45|ergonomic keyboard|BestBuy|-229.12
2023-02-05|10:35:24|invoice paid|Starbucks|-35.85
2023-02-16|08:57:36|gaming mouse|Venmo|-91.51
2024-08-08|16:21:40|office chair|Starbucks|-175.57
2022-02-03|18:36:37|coffee purchase|PayPal|-7.79
2023-03-03|23:37:02|coffee purchase|Comcast|86.38
2022-09-16|02:56:09|invoice paid|Joe|-224.36
2024-06-14|13:27:37|monthly subscription|IRS|-205.89
2024-06-13|10:11:39|wireless headphones|Target|7.21
2022-04-16|08:04:53|monthly subscription|Comcast|-120.87
2023-08-09|16:33:09|wireless headphones|Venmo|245.55
2023-07-18|14:05:52|invoice paid|Comcast|-60.52
2023-04-08|06:17:20|software license|Joe|83.04
2022-06-21|13:43:12|office chair|Amazon|282.11
2022-01-11|11:40:37|wireless headphones|Comcast|-83.65
2022-10-29|15:40:07|monthly subscription|Venmo|112.1
2023-01-01|03:21:07|monthly subscription|Comcast|4.37
2023-08-12|04:37:38|wireless headphones|Target|275.72
2024-06-09|01:10:02|coffee purchase|Amazon|190.05
2023-11-27|12:03:29|utility bill|Joe|-89.7
2024-05-17|23:23:55|monthly subscription|Target|38.55
2022-07-20|16:02:12|utility bill|IRS|-78.31
2023-12-19|03:32:15|utility bill|IRS|50.58
2023-09-19|22:45:37|monthly subscription|Starbucks|-211.32
2023-03-24|11:12:24|invoice paid|Comcast|234.88
2024-07-19|20:49:27|gaming mouse|IRS|271.98
2024-03-24|01:35:35|invoice paid|BestBuy|195.28
2022-01-24|02:05:26|wireless headphones|IRS|255.46
2023-03-17|12:08:18|coffee purchase|BestBuy|189.9
2022-12-02|00:37:35|gaming mouse|PayPal|294.91
2023-09-05|16:28:00|ergonomic keyboard|Comcast|69.38
2024-05-21|05:27:55|invoice paid|Joe|-192.02
2024-04-15|01:29:27|wireless headphones|PayPal|-36.44
2023-12-24|08:43:45|office chair|Target|-94.78
2024-05-20|23:27:41|wireless headphones|Apple|72.86
2023-08-31|20:42:26|coffee purchase|Amazon|-239.85
2022-01-05|20:24:46|wireless headphones|Comcast|58.22
2024-05-18|14:47:57|software license|Venmo|-278.56
2022-12-27|12:47:53|utility bill|Apple|-23.84
2022-01-20|19:03:19|invoice paid|Starbucks|194.97
2023-05-16|00:15:50|software license|BestBuy|-143.51
2022-11-18|05:45:54|utility bill|IRS|172.08
2024-07-30|05:48:12|wireless headphones|IRS|-133.1
2023-02-26|17:43:52|tax refund|Apple|-228.07
2023-06-21|12:06:46|gaming mouse|Apple|-217.92
2024-02-16|05:34:51|gaming mouse|BestBuy|-156.69
2022-02-25|21:00:49|gaming mouse|Amazon|-37.81
2023-06-11|04:08:56|utility bill|Amazon|297.18
2024-04-08|14:23:02|gaming mouse|Joe|283.85
2024-08-09|06:44:18|ergonomic keyboard|Venmo|-145.34
2022-08-20|02:57:15|monthly subscription|Venmo|-63.47
2023-11-20|10:26:18|software license|Comcast|143.41
2022-10-08|09:22:04|coffee purchase|Apple|247.52
2024-02-18|20:05:16|ergonomic keyboard|BestBuy|228.69
2023-05-05|03:15:40|software license|Apple|275.04
2022-08-26|06:13:35|utility bill|IRS|-258.33
2023-04-05|08:12:49|coffee purchase|Starbucks|-50.61
2023-04-06|10:52:20|invoice paid|Apple|-58.75
2022-03-01|19:51:35|invoice paid|Apple|-12.27
2023-01-11|15:30:01|coffee purchase|Target|72.77
2022-01-16|14:55:26|tax refund|Venmo|163.12
2023-12-25|19:52:09|monthly subscription|BestBuy|-163.92
2022-09-21|17:47:11|software license|Joe|97.66
2022-09-19|19:01:11|gaming mouse|Joe|-295.96
2024-06-17|22:52:12|utility bill|BestBuy|297.48
2024-06-04|11:46:42|wireless headphones|Amazon|265.12
2022-06-28|20:59:02|monthly subscription|Comcast|44.06
2023-04-26|19:00:56|office chair|Joe|232.7
2022-10-21|20:33:17|gaming mouse|PayPal|27.69
2022-11-16|08:09:14|coffee purchase|IRS|-240.57
2024-01-12|15:42:25|office chair|Starbucks|219.56
2023-04-19|06:00:47|ergonomic keyboard|BestBuy|108.54
2023-07-16|06:57:11|office chair|Joe|58.31
2023-01-06|10:01:32|wireless headphones|Venmo|223.85
2023-01-07|19:15:44|coffee purchase|Joe|62.0
2024-04-21|08:54:24|utility bill|IRS|-147.46
2023-07-23|09:54:02|monthly subscription|BestBuy|-96.11
2023-10-25|19:00:03|office chair|Joe|-18.98
2024-09-04|09:35:11|utility bill|PayPal|-151.28
2024-09-18|17:51:38|wireless headphones|BestBuy|274.97
2022-07-02|18:23:10|office chair|Comcast|36.96
2023-05-28|20:46:48|invoice paid|Amazon|55.49
2023-07-06|01:55:09|utility bill|Target|-257.31
2024-03-23|19:50:36|office chair|IRS|-279.07
2022-01-09|07:35:00|coffee purchase|Comcast|170.35
2024-03-26|21:09:57|monthly subscription|IRS|-276.03
2022-03-31|10:25:12|coffee purchase|Apple|-236.79
2023-08-10|10:25:29|invoice paid|Target|-61.04
2023-01-25|10:17:01|wireless headphones|Comcast|-115.51
2024-09-13|18:09:12|monthly subscription|Amazon|-14.24
2023-07-31|17:23:51|utility bill|Amazon|-157.29
2023-01-20|20:47:04|tax refund|Comcast|187.73
2022-10-26|19:59:32|office chair|BestBuy|-11.82
2024-05-04|06:20:00|utility bill|Apple|102.87
2022-12-06|11:28:48|coffee purchase|BestBuy|157.9
2023-04-24|00:00:22|utility bill|Starbucks|-97.16
2022-11-28|12:12:00|software license|BestBuy|-130.37
2024-07-20|07:26:42|wireless headphones|Target|234.5
2024-09-04|10:28:49|wireless headphones|Amazon|-168.2
2024-08-29|11:36:53|software license|BestBuy|296.56
2023-05-05|06:32:02|office chair|Comcast|-294.77
2023-08-27|01:48:03|monthly subscription|BestBuy|-150.61
2022-08-27|20:03:40|wireless headphones|Apple|245.62
2022-05-26|04:28:02|software license|BestBuy|201.08
2024-07-27|07:56:24|coffee purchase|PayPal|-217.17
2022-03-01|03:01:11|gaming mouse|Apple|231.8
2023-01-25|17:55:28|coffee purchase|PayPal|286.06
2022-07-01|10:56:48|invoice paid|BestBuy|69.19
2022-07-24|16:19:17|gaming mouse|Amazon|-133.38
2025-10-16|14:26:16.909253|ehehhe|JasonL.GPT|43.23
2025-10-16|14:28:45.669690|hihi|Pluralsight|544.23
2025-10-17|10:42:28.134374|wmfmf|Amazon|232.43|6BCBAA
